Systems Engineering	Loyola Marymount University	Frank R. Seaver College of Science and Engineering	Master of Science	Master’s	Loyola Marymount University	Offline	30	1 to 2 years	https://cluster-data-sources.s3-us-west-1.amazonaws.com/Loyola+Marymount+University+Logo+Resized.png	1268	38040	https://cse.lmu.edu/graduateprograms/msse/degrees/	A one to two year graduate program designed for students with professional experience in the engineering field. Systems engineering at Loyola Marymount University focuses on developing students’ technical knowledge and helps them build up their project management and complex systems engineering skills. In this program, students also have the opportunity to specialize in an area of their choosing; topics include aeronautics and space systems, cybersecurity, mechanical engineering, electrical engineering, and civil engineering. Upon graduation, students will be qualified for engineering management and leadership roles.	Fall (8/31); Spring (1/11); Summer (5/17)		systems engineering, systems, engineers, management	Summer (4/15) Fall (7/15) Spring (12/15)
Systems Engineering	Loyola Marymount University	Frank R. Seaver College of Science and Engineering	Certificate	Certificate	Loyola Marymount University	Offline			https://cluster-data-sources.s3-us-west-1.amazonaws.com/Loyola+Marymount+University+Logo+Resized.png	1111		https://cse.lmu.edu/graduateprograms/msse/systemsengineeringcertificates/	This certificate is designed for working engineers who are interested in upskilling or deepening their understanding of complex systems. The systems engineer certificate can also be taken as a refresher for engineering project managers of systems engineers. In this program, students will learn the fundamental principles of systems engineering which they will directly be able to apply their careers. For a more in depth understanding, students can apply to the Master of Science in Systems Engineering program. 	Fall (8/31); Spring (1/11); Summer (5/17)		systems, engineering, systems engineering, engineers	Summer (4/15) Fall (7/15) Spring (12/15)
Engineering Project Management	Loyola Marymount University	Frank R. Seaver College of Science and Engineering	Certificate	Certificate	Loyola Marymount University	Offline			https://cluster-data-sources.s3-us-west-1.amazonaws.com/Loyola+Marymount+University+Logo+Resized.png	1111		https://cse.lmu.edu/graduateprograms/msse/systemsengineeringcertificates/	This certificate is designed for working engineers who are interested in upskilling or deepening their understanding of engineering project management. The engineering project management certificate can also be taken as a refresher for working professionals already in the industry. In this program, students will learn advanced skills necessary to manage complex engineering programs and best practices for leading their teams. 	Fall (8/31); Spring (1/11); Summer (5/17)		project management, engineers, management	Summer (4/15) Fall (7/15) Spring (12/15)
Aeronautics and Space Systems	Loyola Marymount University	Frank R. Seaver College of Science and Engineering	Certificate	Certificate	Loyola Marymount University	Offline			https://cluster-data-sources.s3-us-west-1.amazonaws.com/Loyola+Marymount+University+Logo+Resized.png	1111		https://cse.lmu.edu/graduateprograms/msse/systemsengineeringcertificates/	This certificate is designed for working project engineers and research scientists who are interested in specializing in aeronautics and space systems. Aeronautics and space systems at Loyola Marymount University is focused on providing students with the up-to-date skills necessary to oversee the operation of high-technology systems. This program covers aerospace systems, spacecraft design, communication and optical systems, and propulsion.	Fall (8/31); Spring (1/11); Summer (5/17)		Aeronautics, Space, Engineers, Management	Summer (4/15) Fall (7/15) Spring (12/15)
Automotive Research and Development	Citrus College	The High Performance Institute	Certificate	Certificate	Citrus College	Offline	23	1 year	https://cluster-data-sources.s3-us-west-1.amazonaws.com/Citrus+College+Logo+Resized.png	46	1058	http://catalog.citruscollege.edu/disciplines/automotive-technology/automotive-research-development-certificate-achievement/#requirementstext	This certificate is designed for students starting out in the industrial sector or working professionals interested in specializing in automative research and development. Automative research and development at Citrus College emphasizes engine research, development, and testing to prepare students for entry-level positions as aftermarket research and development technicians.	Fall (8/24); Winter (1/4); Spring (2/17); Summer (6/21) 		Automotive, Engineers	Rolling
Biomanufacturing	Citrus College		Certificate	Certificate	Citrus College	Offline	20	1 year	https://cluster-data-sources.s3-us-west-1.amazonaws.com/Citrus+College+Logo+Resized.png	46	966	http://catalog.citruscollege.edu/disciplines/biotechnology/biomanufacturing-certificate-achievement/#requirementstext	This certificate is designed for students starting out in the biomanufacturing sector or working professionals interested in transitioning into the field. Biomanufacturing at Citrus College provides students with a foundational understanding of the biotech industry and its regulation to prepare students for entry-level positions as biological technicians, quality control technicians, environmental monitoring technicians, and other closely related roles. This program takes a practical approach with an emphasis on workforce preparation, allowing students to sharpen their skills through lab experience.	Fall (8/24); Winter (1/4); Spring (2/17); Summer (6/21) 		manufacturing, biotechnology, machinists, technicians	Rolling
Machining CNC Specialization	College of the Canyons		Certificate	Certificate	College of the Canyons	Offline	6	6 months	https://cluster-data-sources.s3-us-west-1.amazonaws.com/college+of+the+canyons+logo+resized.png	46	276	https://www.canyons.edu/academics/manufacturing/program/machining-cnc-cert.php	This certificate is designed for working engineers who are interested in upskilling or deepening their knowledge of CNC programming. The machining CNC specialization at College of the Canyons prepares students for career advancement opportunities in the automotive, aerospace, and manufacturing industries.	Fall (8/19); Winter Intersession (1/6); Spring (2/10); Summer (6/8) 		machining and tooling, machinist	Rolling
CATIA Specialization	College of the Canyons	Manufacturing Technology	Certificate	Certificate	College of the Canyons	Offline	6	6 months	https://cluster-data-sources.s3-us-west-1.amazonaws.com/college+of+the+canyons+logo+resized.png	46	276	https://www.canyons.edu/academics/manufacturing/program/catia-cert.php	This certificate is designed for students starting out in the manufacturing industry or working professionals interested in upskilling. The CATIA specialization certificate at College of the Canyons emphasizes workforce development and practical training in core CNC skills to prepare students for careers in the automotive, aerospace or manufacturing industries.	Fall (8/19); Winter Intersession (1/6); Spring (2/10); Summer (6/8) 		CAD/CAM, Machinists, Engineers	Rolling
CAD/CAM Specialization	College of the Canyons	Manufacturing Technology	Certificate	Certificate	College of the Canyons	Offline	6	6 months	https://cluster-data-sources.s3-us-west-1.amazonaws.com/college+of+the+canyons+logo+resized.png	46	276	https://www.canyons.edu/academics/manufacturing/program/cad-cam-cert.php	This certificate is designed for students starting out in the manufacturing industry or working professionals interested in upskilling. The CAD/CAM specialization certificate at College of the Canyons emphasizes workforce development and practical training in core CAD/CAM skills using MASTERCAM and CNC programming to prepare students for careers in the automotive, aerospace or manufacturing industries.	Fall (8/19); Winter Intersession (1/6); Spring (2/10); Summer (6/8) 		CAD/CAM, Machinists	Rolling
Automated Machining Specialization	College of the Canyons	Manufacturing Technology	Certificate	Certificate	College of the Canyons	Offline	12		https://cluster-data-sources.s3-us-west-1.amazonaws.com/college+of+the+canyons+logo+resized.png	46	552	https://www.canyons.edu/academics/manufacturing/program/automated-machining-cert.php	This certificate is designed for students starting out in the manufacturing industry or working professionals interested in upskilling. The automated machining specialization at College of the Canyons is focused on developing students’ foundational knowledge of CAD/CAM skills using MASTERCAM and CNC programming used in the automotive, aerospace, and manufacturing industries. This program prepares students for entry-level positions or career advancement opportunities as CAD/CAM design engineers, CNC operators or CNC programmers.	Fall (8/19); Winter Intersession (1/6); Spring (2/10); Summer (6/8) 		CAD/CAM, Machinists	Rolling
FANUC Certified Education Robot Training (CERT) for Robotic Gas Metal Arc Welding	College of the Canyons	Welding Technology	Certification	Industry Certification	College of the Canyons	Offline			https://cluster-data-sources.s3-us-west-1.amazonaws.com/college+of+the+canyons+logo+resized.png	46		https://www.canyons.edu/academics/welding/certification/cert.php	This certificate is designed for students starting out in the manufacturing industry or working professionals interested in upskilling. The automated machining specialization at College of the Canyons is focused on developing students’ foundational knowledge of CAD/CAM skills using MASTERCAM and CNC programming used in the automotive, aerospace, and manufacturing industries. This program prepares students for entry-level positions or career advancement opportunities as CAD/CAM design engineers, CNC operators or CNC programmers.	Fall (8/19); Winter Intersession (1/6); Spring (2/10); Summer (6/8) 		CAD/CAM, Machinists, Engineers	Rolling
Green Technologies	University of Southern California	The Viterbi School of Engineering	Master of Science	Master’s	University of Southern California in the United States	Offline	27	1-2 years	https://cluster-data-sources.s3-us-west-1.amazonaws.com/USC+Logo+Resized.png	2564		https://viterbigradadmission.usc.edu/programs/masters/msprograms/energy/ms-green-tech/	A one to two year interdisciplinary degree program designed for students with degrees in environmental engineering, environmental science or a closely related field. Green technologies at USC focuses on green systems, environmental impact, energy technology, and sustainability. Students in this program conduct extensive research on conservation and alternative sourcing to prepare them for careers as green technologists and project designers. In addition, the green technology program at USC facilitates a number of opportunities for students to gain practical experience working on sustainability projects in the Los Angeles area.	Spring semester – starts in early January Summer session – starts in May Fall semester – starts in mid-late August		Sustainability, Engineers	For Spring Enrollment, Applications are due August 31 for scholarship consideration and the final deadline is September 15. For Fall Enrollment, Deadline is December 15 for scholarship consideration and January 15 for final consideration. 
Electrical Engineering	"California State Polytechnic University, Pomona"	College of Engineering	Master of Science	Master’s	California State Polytechnic University, Pomona	Offline		1-2 years	https://cluster-data-sources.s3-us-west-1.amazonaws.com/Cal+Poly+Pomona+Logo+160px+Resized.jpg	396	8293-16586	https://www.cpp.edu/~engineering/ece/msee/index.shtml	A one to two year graduate program designed for students with a degree in electrical engineering or a closely related field. Electrical Engineering at Cal Poly, Pomona provides students with an advanced understanding of electrical engineering topics while allowing them to specialize in communications systems, computer engineering, or control robotics.  Students will also be prepared to conduct Ph.D. level research. 	Fall (8/22); Spring (1/18) 		electrical engineering, engineers	For Spring (10/21); For Fall (11/30)
Engineering Management	"California State Polytechnic University, Pomona"	College of Engineering	Master of Science	Master’s	California State Polytechnic University, Pomona	Offline	48	1-2 years	https://cluster-data-sources.s3-us-west-1.amazonaws.com/Cal+Poly+Pomona+Logo+160px+Resized.jpg	396	8293	https://catalog.cpp.edu/preview_program.php?catoid=10&poid=2624#Program_Requirement	A one to two year multidisciplinary, part-time, graduate program designed for students with engineering degrees and some professional experience as engineers. Cal Poly, Pomona College of Engineering has worked together with its College of Business Administration to create a program focused on using engineering and research experience to solve the industry’s most pressing business challenges. This program provides students with a deep understanding of manufacturing, production, operations management, business, and finance.	Fall (8/22); Spring (1/18) 		general engineering, project management, engineers, management	For Spring (10/21); For Fall (11/30)
Mechanical Engineering	"California State Polytechnic University, Pomona"	College of Engineering Graduate Studies	Master of Science	Master’s	California State Polytechnic University, Pomona	Offline	45	1-2 years	https://cluster-data-sources.s3-us-west-1.amazonaws.com/Cal+Poly+Pomona+Logo+160px+Resized.jpg	396		https://www.cpp.edu/~admissions/admissions-calendar.shtml	A one to two year graduate program designed for students with a degree in mechanical engineering or a closely related engineering field. Mechanical engineering at Cal Poly, Pomona emphasizes CAD, computational thermal and fluid sciences, and micro-electro-mechanical systems to prepare students for careers in aeronautics, aerospace, energy, and automation. This program provides students with advanced foundational training while allowing them to select concentrations in either thermal-fluids or solid mechanics. Upon completion, students will also be prepared to conduct Ph.D. level research.	Fall (8/22); Spring (1/18) 		mechanical engineering, engineers	For Spring (10/21); For Fall (11/30)
Engineering with Emphasis in Aerospace Engineering	"California State Polytechnic University, Pomona"	Lancaster University Center	Master of Science	Master’s	California State Polytechnic University, Pomona	Offline	30	1 year	https://cluster-data-sources.s3-us-west-1.amazonaws.com/Cal+Poly+Pomona+Logo+160px+Resized.jpg	396		https://www.cpp.edu/~engineering/aro/graduate/curriculum.shtml	A one to two year graduate program designed for students with a degree in aerospace engineering, mechanical engineering, or a closely related field. Offered in conjunction with the Lancaster University Center (LUC) at Cal Poly, Pomona, this program highlights the aerospace community in Antelope Valley and works closely with locally-based scientists and engineers to bring students a hands-on learning experience. Upon graduation, students will be qualified for careers in aerospace engineering. Students will also be prepared to conduct Ph.D. level research.	Fall (8/22); Spring (1/18) 		aerospace engineering, general engineering, engineers	For Spring (10/21); For Fall (11/30)
Systems Engineering	"California State Polytechnic University, Pomona"	The College of Engineering	Master of Science	Master’s	California State Polytechnic University, Pomona	Offline	45	1-2 years	https://cluster-data-sources.s3-us-west-1.amazonaws.com/Cal+Poly+Pomona+Logo+160px+Resized.jpg	396		https://www.cpp.edu/~engineering/se/	A one to two year interdisciplinary graduate program designed for students with a degree in engineering and/or some professional experience in the engineering field. Systems engineering at Cal Poly, Pomona emphasizes workforce development and practical training, preparing students to develop and implement complex systems. This program is interdisciplinary and aims to provide students with an in-depth understanding of business management in addition to systems engineering. Upon graduation, students will be qualified for engineering management and leadership roles and career advancement opportunities in the engineering field. 	Fall (8/22); Spring (1/18) 		Systems, General Engineering, Engineers, Management	For Spring (10/21); For Fall (11/30)
Engineering with Emphasis in Materials Engineering	"California State Polytechnic University, Pomona"	College of Engineering	Master of Science	Master’s	California State Polytechnic University, Pomona	Offline	45	1-2 years	https://cluster-data-sources.s3-us-west-1.amazonaws.com/Cal+Poly+Pomona+Logo+160px+Resized.jpg	396		https://www.cpp.edu/~engineering/cme/documents/calpoly_ms_engineering_mte_final.pdf	A one to two year graduate program is designed for students with a degree in mechanical engineering or some professional experience in the engineering field. Engineering with an emphasis in materials engineering at Cal Poly, Pomona is a research-intensive program that culminates in a thesis. Throughout the program, students will receive training in advanced materials engineering which they are expected to apply to their independent research projects. Upon graduation, students will be qualified for materials science and engineering positions in fields such as aerospace, aeronautics, and energy. Students will also be prepared to conduct Ph.D. level research.	Fall (8/22); Spring (1/18) 		materials science, general engineering, engineers	For Spring (10/21); For Fall (11/30)
Manufacturing Systems Engineering	"California State University, Northridge"	Engineering and Computer Science	Master of Science	Master’s	California State University, Northridge	Offline	33	1 year	https://cluster-data-sources.s3-us-west-1.amazonaws.com/CSUN+Official+Logo+Resized.jpg	396	7890	https://www.csun.edu/engineering-computer-science/manufacturing-systems-engineering-management/manufacturing-systems-0	A one to two year graduate program designed for students with a degree in engineering, computer science or a closely related field. Manufacturing systems engineering at CSUN teaches core foundational concepts, builds on basic engineering principles, and provides advanced training in computer-based and automated design. This program culminates in an industrial project in which students apply the knowledge they’ve gained to design a case study exploring advanced manufacturing systems, materials and process, or quality and management. 	Fall (8/26); Spring (1/21)  		systems, general engineering, engineers, management	November 30, 2019
Mechanical Engineering	"California State University, Northridge"	The Mechanical Engineering Department	Master of Science	Master’s	California State University, Northridge	Offline	30	1-2 years	https://cluster-data-sources.s3-us-west-1.amazonaws.com/CSUN+Official+Logo+Resized.jpg	396	7890-15780	https://www.csun.edu/engineering-computer-science/mechanical-engineering/graduate-program	A one to two year graduate program designed for students with a degree in mechanical engineering or some professional experience in the engineering field. Mechanical engineering at Cal State Northridge provides students with advanced training in aerospace, mechanical system, dynamics and control, and thermal-fluid systems. This is a research-intensive program that culminates in either a graduate thesis or a cumulative exam. Upon graduation, students will be qualified for engineering careers in aeronautics, aerospace, energy, and automation. Students will also be prepared to conduct Ph.D. level research. 	Fall (8/26); Spring (1/21)  		mechanical engineering, engineers	November 30, 2019
Systems Engineering	"California State University, Dominguez Hills"		Master of Science	Master’s	California State University, Dominguez Hills	Online		1-2 years	https://cluster-data-sources.s3-us-west-1.amazonaws.com/CSU+Dominguez+Logo+Resized.png	396	7176-14352	https://www.csudh.edu/systems-engineering-ms/	A one year online, graduate degree program designed for working engineers interested in developing a deeper understanding of complex systems. Delivered through the CSUDH remote learning platform, this fully online degree program balances practical training with advanced engineering concepts to prepare students for careers as systems engineers and program managers across a wide range of industries. This program focuses on model based systems engineering, systems architecting, system-of-systems engineering and complex and resilient systems. 	Fall (8/26); Spring (1/21)  		systems, general engineering, systems engineering, engineers, management	November 30, 2019
Civil Engineering	"California State University, Los Angeles"	College of Engineering, Computer Science, and Technology	Master of Science	Master’s	California State University, Los Angeles	Offline	30	1-2 years	https://cluster-data-sources.s3-us-west-1.amazonaws.com/Cal+State+LA+Logo+Resized.jpg	396	8198-16396	http://www.calstatela.edu/ecst/ce	A one to two year graduate program designed for students with a degree in engineering. Civil Engineering at Cal State LA is an advanced, interdisciplinary program that provides students with the skills necessary to plan, design, and oversee civil engineering projects. Students will have the opportunity to focus on an area of their choosing including space satellite and launch facility construction, offshore structures, tunnels, bridges, airports, and others. This program culminates in a thesis or comprehensive exam. Upon completion, students will be prepared for work as civil engineers or to pursue a Ph.D. in the field. Civil Engineering at Cal State LA is accredited by the Engineering Accreditation Commission of ABET. 	Fall (8/24) Spring (January 21)	Students with undergraduate degrees in engineering, working engineers	Civil Engineering, Engineers	
Welding Technology	Imperial Valley College	Industrial Technology Department	Certificate	Certificate	Imperial Valley College	Offline	21	1 year	https://cluster-data-sources.s3-us-west-1.amazonaws.com/IVC+Logo+Resized+(1).jpg	46	966	https://www.imperial.edu/courses-and-programs/divisions/economic-and-workforce-development/industrial-technology-department/welding-technology/	This certificate is designed for individuals pursuing a welding-related career or individuals already in the field interested in upgrading their skills. A welding certification from Imperial Valley College can help students demonstrate a history of training to their employers. Upon completion, students will be prepared for entry-level employment in a welding related field or continue their education. 	Fall (8/19); Winter (1/6); Spring (2/18)		Welding, Technicians	
Automotive Technology	Imperial Valley College	Industrial Technology Department	Certificate	Certificate	Imperial Valley College	Offline	39	1-year	https://cluster-data-sources.s3-us-west-1.amazonaws.com/IVC+Logo+Resized+(1).jpg	46	1794	https://www.imperial.edu/courses-and-programs/divisions/economic-and-workforce-development/industrial-technology-department/automotive-technology/	This program is designed for individuals pursuing careers in the automotive industry. Automotive technology at Imperial Valley College provides students with fundamental knowledge of automotive parts and systems while placing an emphasis on practical skills such as engine diagnosis and repair. Upon completion, students will be prepared for entry-level positions in the automotive industry.  	Fall (8/19); Winter (1/6); Spring (2/18)		Automotive, Technicians, Mechanics	
Electrical Technology	Imperial Valley College	Industrial Technology Division	Certificate	Certificate	Imperial Valley College	Offline	20	1-year	https://cluster-data-sources.s3-us-west-1.amazonaws.com/IVC+Logo+Resized+(1).jpg	46	920	https://www.imperial.edu/courses-and-programs/divisions/economic-and-workforce-development/industrial-technology-department/electrical-technology/	This program is designed for individuals pursuing a career in the electrical field. Electrical technology at Imperial Valley College places an emphasis on workforce readiness and practical skills to prepare students for entry-level roles and career advancement opportunities. Students also have the opportunity to specialize in electronics or electrical wiring; both specialization require additional courses.	Fall (8/19); Winter (1/6); Spring (2/18)		Electrical Engineering, Technicians	
Alternative Energy - Solar Technology	Imperial Valley College		Certificate	Certificate	Imperial Valley College	Offline	22	1-year	https://cluster-data-sources.s3-us-west-1.amazonaws.com/IVC+Logo+Resized+(1).jpg	46	1012	https://www.imperial.edu/courses-and-programs/divisions/economic-and-workforce-development/industrial-technology-department/energy-efficient-technology/	This program is designed for individuals pursuing a career in alternative energy or for working professionals in a similar field interested in upskilling. Alternative - Solar Energy at Imperial Valley College provides students with specialized skills and knowledge in solar energy alternatives. The program culminates in a short internship. Upon completion, students will be prepared to bring a specialized skill-set to their current position or begin work in the alternative energy field. 	Fall (8/19); Winter (1/6); Spring (2/18)		Sustainability, Engineers, Technicians	
Electronics Technology	Bakersfield College		Certificate	Certificate	Bakersfield College	Offline	33	1 year	https://cluster-data-sources.s3-us-west-1.amazonaws.com/bakersfield-college-logo+resized+(png).png	46	1518	https://files.bakersfieldcollege.edu/catalog-2018-19/programs-electronics.pdf	This program is designed for individuals pursuing careers in the electronics technology or electrical engineering fields. Electronics Technology at Bakersfield College places an emphasis on practical skills while also providing students with fundamental knowledge in communications, tooling, and computer integrated manufacturing. Upon completion, students will be prepared to continue their education and pursue a baccalaureate in an electronics technology related major or begin entry-level work as technicians or mechanics. 	Fall (8/22); Spring (1/16); Summer (5/17)		Electrical Engineering, Technicians	
Manufacturing Technology	Bakersfield College	Industrial Technology Department	Certificate	Certificate	Bakersfield College	Offline	33	1 year	https://cluster-data-sources.s3-us-west-1.amazonaws.com/bakersfield-college-logo+resized+(png).png	46	1518	https://www.bakersfieldcollege.edu/tech	This program is designed for individuals pursuing a career in the industrial sector. Manufacturing technology at Bakersfield College places an emphasis on practical skills such as CNC, CAD, and tooling. Upon completion, students will be prepared for entry-level work in the industrial sector. 	Fall (8/22); Spring (1/16); Summer (5/17)		Machining and Tooling, CAD/CAM, Machinists	
Basic Machine Tool Operations Lathe, Mill	Bakersfield College	Industrial Technology	Certificate	Certificate	Bakersfield College	Offline	3	6 months	https://cluster-data-sources.s3-us-west-1.amazonaws.com/bakersfield-college-logo+resized+(png).png	46	46	https://www.bakersfieldcollege.edu/tech	This specialty certificate program is designed for working professionals in the manufacturing industry interested in upskilling. Basic Machine Tool Operations at Bakersfield College provides students with machining and tooling fundamentals, ensuring they have the technical skills necessary to succeed as machinists. Upon completion, students will be prepared for entry-level positions or career advancement opportunities in the industrial sector. 	Fall (8/22); Spring (1/16); Summer (5/17)		Machining and Tooling, CAD/CAM, Machinists	
CNC Programming	Bakersfield College	Industrial Technology	Certificate	Certificate	Bakersfield College	Offline	6	6 months	https://cluster-data-sources.s3-us-west-1.amazonaws.com/bakersfield-college-logo+resized+(png).png	46	92	https://www.bakersfieldcollege.edu/tech	This specialty certificate is designed for working professionals in the industrial sector interested in upskilling. CNC Programming at Bakersfield College provides students with the technical CNC machining and programming skills necessary for industrial design and product development positions. Upon completion, students will be prepared for entry-level positions or career advancement opportunities in the industrial sector. 	Fall (8/22); Spring (1/16); Summer (5/17)		Machining and Tooling, CAD/CAM, Machinists	
Welding	Bakersfield College	Industrial Technology	Certificate	Certificate	Bakersfield College	Offline	32	1 year	https://cluster-data-sources.s3-us-west-1.amazonaws.com/bakersfield-college-logo+resized+(png).png	46	1472	https://www.bakersfieldcollege.edu/tech	This certificate program is designed for individuals pursuing a career in the industrial sector. Welding at Bakersfield College provides students with fundamental skills such as blueprint interpretation and machine tool processes to prepare students for employment opportunities in industrial design and product development. Upon completion students will be prepared for entry-level positions in the industrial sector.	Fall (8/22); Spring (1/16); Summer (5/17)		Welding, Technicians	
Welding Process	Cerro Coso Community College		Certificate	Certificate	Cerro Coso Community College	Offline	12	6 months	https://cluster-data-sources.s3-us-west-1.amazonaws.com/CerroCoso_Primary_400+Logo.png	46	552	https://www.cerrocoso.edu/programs/welding-processes-certificate	This certificate is designed for individuals pursuing careers or upskilling opportunities in the industrial sector. Welding Process at Cerro Coso Community College primarily covers Shield Metal Arc Welding (SMAW) and Gas Tungsten Arc Welding (GTAW) to prepare students for employment and career growth opportunities in manufacturing. Upon completion, students will be prepared for entry-level employment in the industrial sector. 	Fall (8/24); Spring (1/18); Summer I (6/8); Summer II (7/3); Summer III (8/7)		Welding, Technicians	
Welding Technology	Cerro Coso Community College		Certificate	Certificate	Cerro Coso Community College	Offline	23	6 months-1 year	https://cluster-data-sources.s3-us-west-1.amazonaws.com/CerroCoso_Primary_400+Logo.png	46	1058	https://www.cerrocoso.edu/programs/welding-technology-certificate	This certificate is designed for individuals pursuing careers or upskilling opportunities in the industrial sector. Welding Technology at Cerro Coso Community College provides students with the necessary technical skills for employment and career growth opportunities in manufacturing. Upon completion, students will be prepared for entry-level employment in the industrial sector. 	Fall (8/24); Spring (1/18); Summer I (6/8); Summer II (7/3); Summer III (8/7)		Welding, Technicians	
Structural Code Welding	Taft College		Certificate	Certificate	Taft College	Offline	12	6 months	https://cluster-data-sources.s3-us-west-1.amazonaws.com/Taft+College+Seal+Resized.jpg	46	552	http://taftcollege.smartcatalogiq.com/2018-2019/Catalog/Degrees-and-Certificates/Welding-Technology/Structural-Code-Welding-Certificate-of-Achievement	This specialty certificate is designed for individuals pursuing careers or upskilling opportunities in the industrial sector. Structural Code Welding at Taft College places an emphasis on Shielded Metal Arc Welding (SMAW) process and blueprint reading. Upon completion, students will be prepared to begin entry-level careers in the industrial sector. 	Summer (6/8); Fall (8/24); Spring (1/19)		Welding, Technicians	
Pipe Code Welding	Taft College		Certificate	Certificate	Taft College	Offline	12	6 months	https://cluster-data-sources.s3-us-west-1.amazonaws.com/Taft+College+Seal+Resized.jpg	46	552	http://taftcollege.smartcatalogiq.com/2018-2019/Catalog/Degrees-and-Certificates/Welding-Technology/Pipe-Code-Welding-Certificate-of-Achievement	This specialty certificate program is designed for individuals pursuing careers or upskilling opportunities in the industrial sector. Pipe Code Welding at Taft College takes emphasizes the Shielded Metal Arc Welding (SMAW) process. Upon completion, students will be prepared to begin entry-level careers in the industrial sector. 	Summer (6/8); Fall (8/24); Spring (1/19)		Welding, Technicians	
Computer Aided Design/Drafting	El Camino College	Industry and Technology Department	Certificate	Certificate	El Camino College	Offline			https://cluster-data-sources.s3-us-west-1.amazonaws.com/El+Camino+College+Logo.png	46		http://www.elcamino.edu/academics/indtech/cadd/	This certificate program is designed for individuals pursuing careers or upskilling opportunities in the industrial sector. Computer Aided Design and Drafting at El Camino College provides students with both manual and CAD fundamentals and 3D design. Upon completion, students will be prepared for entry-level employment in industrial design and product development sectors.	Fal (8/26); Fall Midterm (10/19); Winter (1/6); Spring (2/15); Spring Midterm (4/18)		CAD/CAM, Machinists	
Welding Technology	El Camino College	Industry and Technology Department	Certificate	Certificate	El Camino College	Offline			https://cluster-data-sources.s3-us-west-1.amazonaws.com/El+Camino+College+Logo.png	46		http://www.elcamino.edu/academics/indtech/welding/	This specialty certificate program is designed for individuals pursuing careers or upskilling opportunities in the industrial sector. Welding Technology at El Camino College provides students with the fundamentals of the welding process including plasma acr cutting, shield metal arc welding (SMAW) and flux cored welding. El Camino College bases its welding program on the standards set by the American Welding Society, the American Petroleum Institute, the American Society of Mechanical Engineers, and the American National Standards Institute. Upon completion, students will be prepared for entry-level employment in the industrial sector. 	Fal (8/26); Fall Midterm (10/19); Winter (1/6); Spring (2/15); Spring Midterm (4/18)		Welding, Machinists	
Engineering Design Technology	Cerritos College		Certificate	Certificate	Cerritos College	Offline	20	1 year	https://cluster-data-sources.s3-us-west-1.amazonaws.com/Cerritos+College+Logo+Resized.jpg	46	920	https://www.cerritos.edu/engt/	This certificate program is designed for individuals pursuing careers in engineering fields. Engineering Design Technology at Cerritos College provides students with fundamentals in CAD systems including AutoCAD, SOLIDWORKS, and OnShape. Upon completion, students will be prepared for entry-level positions or career advancement opportunities in industrial design and product development sectors.	Fall (8/17); Spring (1/13); Summer I (5/26); Summer II (7/6);		General Engineering, Engineers	
Mechanical Engineering Design Technician	Cerritos College		Certificate	Certificate	Cerritos College	Offline	14	6 months	https://cluster-data-sources.s3-us-west-1.amazonaws.com/Cerritos+College+Logo+Resized.jpg	46	644	https://www.cerritos.edu/et/	This certificate program is designed for individuals pursuing careers or upskilling opportunities in engineering fields. The Mechanical Engineering Design Technician program at Cerritos College covers the fundamentals of engineering technology and robotics for CNC machines. Students also have the opportunity to select a concentration from a list that includes electronics engineering, design, aerospace design, and welding. Upon completion, students will be prepared for entry-level positions or career advancement opportunities in industrial design and product development sectors.	Fall (8/17); Spring (1/13); Summer I (5/26); Summer II (7/6);		General Engineering, Engineers	
Manufacturing Technology and Robotics	Compton College	Industrial Studies	Certificate	Certificate	Compton College	Offline			https://cluster-data-sources.s3-us-west-1.amazonaws.com/Compton+College+Resized+Logo.jpg	46		http://www.compton.edu/academics/CTE/manufacturingtechnology-robotics/index.aspx	This certificate is designed for individuals pursuing careers or upskilling opportunities in manufacturing or robotics fields. Manufacturing Technology and Robotics at Compton College provides students with fundamentals in CAD/CAM, electronics engineering, welding, and machining. Upon completion, students will be prepared for entry-level positions and career advancement opportunities in the manufacturing industry. 	Summer (6/22); Fall (8/24); Winter Intersession (1/6); Spring (2/18)		General Engineering, Engineers, Machinists, Technicians	
Welding I	Compton College	Industrial Studies	Certificate	Certificate	Compton College	Offline	32	6 months-1 year	https://cluster-data-sources.s3-us-west-1.amazonaws.com/Compton+College+Resized+Logo.jpg	46	1472	http://www.compton.edu/Academics/CTE/welding/certificates.aspx	This program is designed for individuals pursuing careers or upskilling opportunities in the industrial sector. Compton College offers daytime and evening Welding I courses to accommodate flexible learning schedules. Welding I at Compton College provides students with fundamentals in basic Shielded Metal Arc Welding (SMAW), Gas Tungsten and Gas Metal Arc Welding (GTAW and GMAW) and blueprint interpretation. Upon completion, students will be prepared for entry-level positions and career advancement opportunities in the industrial sector. 	Summer (6/22); Fall (8/24); Winter Intersession (1/6); Spring (2/18)		Welding, Machinists, Technicians	
